"","Gender","Poverty","Community","Rural","PTR","SCR","Dropout"
"1085","Female","No","SC","Yes","Medium","Low",FALSE
"1086","Male","No","SC","Yes","High","Medium",TRUE
"1087","Female","No","OBC","No","High","Medium",FALSE
"1088","Male","No","OBC","Yes","Medium","Medium",FALSE
"1089","Male","No","SC","Yes","Low","Medium",FALSE
"1090","Female","No","General","No","High","High",FALSE
"1091","Male","No","SC","Yes","High","High",TRUE
"1092","Female","No","General","Yes","Medium","Low",FALSE
"1093","Male","No","OBC","No","Low","Low",FALSE
"1094","Female","No","OBC","Yes","High","Low",FALSE
"1095","Female","No","OBC","Yes","High","High",TRUE
"1096","Female","No","OBC","No","High","High",FALSE
"1097","Male","No","General","Yes","Medium","Medium",FALSE
"1098","Male","No","OBC","Yes","Low","Low",FALSE
"1099","Female","No","General","No","Low","High",FALSE
"1100","Male","No","General","Yes","Medium","Medium",FALSE
"1101","Female","No","SC","Yes","Medium","Medium",FALSE
"1102","Male","No","SC","No","Medium","Low",FALSE
"1103","Female","No","OBC","Yes","High","Medium",FALSE
"1104","Male","Yes","General","Yes","Medium","High",TRUE
"1105","Female","No","ST","Yes","Medium","Medium",FALSE
"1106","Male","No","OBC","Yes","High","Medium",FALSE
"1107","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"1108","Male","No","ST","Yes","Low","High",TRUE
"1109","Male","No","OBC","Yes","High","High",TRUE
"1110","Male","No","OBC","Yes","Low","High",FALSE
"1111","Male","Yes","General","Yes","Low","Medium",FALSE
"1112","Male","No","SC","No","Medium","High",FALSE
"1113","Female","No","General","Yes","Medium","High",FALSE
"1114","Female","No","OBC","Yes","High","Medium",FALSE
"1115","Male","No","General","Yes","High","Low",FALSE
"1116","Female","No","OBC","Yes","High","High",TRUE
"1117","Male","Yes","General","Yes","High","High",TRUE
"1118","Female","No","General","Yes","High","High",FALSE
"1119","Female","No","General","Yes","Medium","High",FALSE
"1120","Male","No","OBC","Yes","Medium","Low",FALSE
"1121","Male","No","General","No","Medium","High",FALSE
"1122","Male","No","OBC","Yes","Medium","High",TRUE
"1123","Male","No","General","No","Medium","Medium",FALSE
"1124","Male","No","OBC","Yes","Medium","High",TRUE
"1125","Female","Yes","General","Yes","Low","Low",FALSE
"1126","Male","No","General","No","Low","Low",FALSE
"1127","Female","No","OBC","Yes","Medium","Low",FALSE
"1128","Male","Yes","General","No","Medium","High",FALSE
"1129","Male","No","ST","Yes","Medium","High",TRUE
"1130","Male","No","ST","Yes","High","Medium",TRUE
"1131","Female","No","OBC","Yes","High","High",TRUE
"1132","Female","No","ST","Yes","High","High",TRUE
"1133","Male","No","General","No","High","Medium",FALSE
"1134","Male","No","OBC","Yes","Medium","High",TRUE
"1135","Female","No","SC","Yes","High","Low",TRUE
"1136","Female","No","OBC","Yes","High","High",TRUE
"1137","Male","Yes","SC","Yes","High","High",TRUE
"1138","Male","No","ST","Yes","High","Medium",TRUE
"1139","Female","No","General","Yes","Medium","Low",FALSE
"1140","Female","No","OBC","No","High","Medium",FALSE
"1141","Male","Yes","OBC","Yes","Low","Medium",TRUE
"1142","Male","Yes","ST","Yes","Medium","High",TRUE
"1143","Male","No","General","Yes","Medium","High",FALSE
"1144","Male","No","OBC","Yes","Medium","Medium",FALSE
"1145","Male","Yes","SC","Yes","Low","High",TRUE
"1146","Male","No","General","Yes","High","Medium",FALSE
"1147","Female","Yes","OBC","No","High","Low",TRUE
"1148","Male","No","SC","Yes","High","Low",TRUE
"1149","Male","No","General","No","High","High",FALSE
"1150","Female","Yes","OBC","No","High","Medium",TRUE
"1151","Male","No","OBC","Yes","Medium","High",TRUE
"1152","Female","No","OBC","Yes","High","High",TRUE
"1153","Female","Yes","ST","Yes","Medium","Medium",TRUE
"1154","Female","Yes","General","Yes","Medium","High",TRUE
"1155","Male","Yes","General","Yes","Low","Medium",FALSE
"1156","Male","No","SC","Yes","High","Low",TRUE
"1157","Female","No","OBC","Yes","Low","Low",FALSE
"1158","Female","No","ST","Yes","Medium","Medium",FALSE
"1159","Male","No","OBC","Yes","Medium","Medium",FALSE
"1160","Female","Yes","OBC","Yes","Medium","Low",TRUE
"1161","Male","No","General","Yes","High","Low",FALSE
"1162","Female","No","SC","Yes","High","Medium",TRUE
"1163","Female","No","ST","Yes","Low","High",TRUE
"1164","Male","No","ST","Yes","High","Medium",TRUE
"1165","Female","Yes","OBC","Yes","High","Medium",TRUE
"1166","Female","Yes","OBC","Yes","Medium","Low",TRUE
"1167","Male","No","General","Yes","High","Low",FALSE
"1168","Female","No","OBC","Yes","High","High",TRUE
"1169","Female","No","General","Yes","High","Low",FALSE
"1170","Female","Yes","General","Yes","Medium","High",TRUE
"1171","Male","No","General","Yes","High","High",FALSE
"1172","Female","No","SC","Yes","High","High",TRUE
"1173","Female","No","General","No","Low","Medium",FALSE
"1174","Female","No","OBC","Yes","Medium","Low",FALSE
"1175","Female","No","SC","Yes","Medium","High",TRUE
"1176","Male","No","OBC","Yes","Medium","Medium",FALSE
"1177","Male","No","General","Yes","Medium","Medium",FALSE
"1178","Male","Yes","OBC","No","Medium","Medium",FALSE
"1179","Male","No","General","Yes","Low","Medium",FALSE
"1180","Female","Yes","ST","Yes","Medium","High",TRUE
"1181","Male","Yes","General","Yes","Medium","High",TRUE
"1182","Male","Yes","ST","Yes","Low","Medium",TRUE
"1183","Male","No","OBC","Yes","High","Low",FALSE
"1184","Female","Yes","SC","Yes","High","High",TRUE
"1185","Female","Yes","OBC","Yes","Medium","High",TRUE
"1186","Male","No","OBC","Yes","High","Medium",FALSE
"1187","Female","No","General","Yes","Low","High",FALSE
"1188","Male","No","OBC","Yes","Medium","High",TRUE
"1189","Male","No","General","Yes","Medium","High",FALSE
"1190","Female","No","General","Yes","High","Medium",FALSE
"1191","Female","Yes","OBC","Yes","High","Medium",TRUE
"1192","Male","Yes","OBC","No","High","High",TRUE
"1193","Female","No","General","No","High","Medium",FALSE
"1194","Male","Yes","OBC","Yes","High","Low",TRUE
"1195","Female","No","General","Yes","High","High",FALSE
"1196","Female","No","General","Yes","Medium","Low",FALSE
"1197","Male","No","SC","Yes","Medium","Medium",FALSE
"1198","Female","No","General","Yes","Medium","High",FALSE
"1199","Female","No","SC","No","High","Low",FALSE
"1200","Male","Yes","OBC","Yes","Low","Medium",TRUE
"1201","Male","Yes","SC","Yes","High","High",TRUE
"1202","Male","No","ST","Yes","High","High",TRUE
"1203","Female","No","General","Yes","Medium","Medium",FALSE
"1204","Female","No","OBC","Yes","Low","High",FALSE
"1205","Male","No","OBC","No","Medium","Medium",FALSE
"1206","Male","Yes","SC","Yes","High","High",TRUE
"1207","Female","Yes","OBC","Yes","High","Medium",TRUE
"1208","Female","Yes","SC","No","High","Medium",TRUE
"1209","Male","No","OBC","Yes","High","High",TRUE
"1210","Male","No","General","Yes","Medium","High",FALSE
"1211","Male","No","OBC","Yes","High","High",TRUE
"1212","Male","Yes","SC","Yes","Medium","High",TRUE
"1213","Male","No","OBC","Yes","High","Low",FALSE
"1214","Male","No","OBC","Yes","High","High",TRUE
"1215","Female","No","General","No","High","Low",FALSE
"1216","Male","No","SC","Yes","High","Low",TRUE
"1217","Female","No","OBC","No","Medium","Low",FALSE
"1218","Female","No","General","Yes","High","High",FALSE
"1219","Male","Yes","SC","Yes","High","High",TRUE
"1220","Female","No","SC","Yes","High","High",TRUE
"1221","Male","No","SC","Yes","Medium","High",TRUE
"1222","Male","No","ST","Yes","Low","Medium",FALSE
"1223","Female","No","OBC","Yes","Medium","High",TRUE
"1224","Female","No","SC","Yes","High","High",TRUE
"1225","Male","No","SC","Yes","High","Low",TRUE
"1226","Female","No","General","Yes","Low","Medium",FALSE
"1227","Female","No","OBC","Yes","High","Medium",FALSE
"1228","Female","No","OBC","No","Medium","Low",FALSE
"1229","Female","No","OBC","Yes","Medium","High",TRUE
"1230","Male","No","SC","Yes","High","High",TRUE
"1231","Female","Yes","OBC","Yes","Medium","High",TRUE
"1232","Male","No","OBC","Yes","High","Low",FALSE
"1233","Male","No","SC","Yes","High","Medium",TRUE
"1234","Male","No","General","Yes","High","Low",FALSE
"1235","Female","Yes","OBC","Yes","High","Medium",TRUE
"1236","Female","No","SC","Yes","Medium","Low",FALSE
"1237","Male","No","ST","Yes","Medium","High",TRUE
"1238","Female","No","General","Yes","High","Medium",FALSE
"1239","Male","No","OBC","Yes","High","High",TRUE
"1240","Male","Yes","OBC","Yes","High","High",TRUE
"1241","Female","Yes","General","Yes","Low","Low",FALSE
"1242","Female","No","OBC","No","High","Low",FALSE
"1243","Male","Yes","ST","Yes","Medium","Medium",TRUE
"1244","Female","No","ST","Yes","High","High",TRUE
"1245","Male","Yes","General","Yes","Low","High",FALSE
"1246","Male","No","General","Yes","Low","Low",FALSE
"1247","Female","No","SC","Yes","Medium","High",TRUE
"1248","Male","No","General","Yes","Medium","High",FALSE
"1249","Male","No","General","No","High","High",FALSE
"1250","Female","No","SC","Yes","High","Medium",TRUE
"1251","Female","No","General","Yes","High","High",FALSE
"1252","Female","No","OBC","Yes","Medium","Medium",FALSE
"1253","Female","Yes","General","No","High","High",TRUE
"1254","Female","No","ST","Yes","Medium","High",TRUE
"1255","Female","No","General","Yes","Low","Medium",FALSE
"1256","Male","No","General","Yes","Medium","High",FALSE
"1257","Male","Yes","OBC","No","Low","High",TRUE
"1258","Male","No","SC","Yes","High","Medium",TRUE
"1259","Male","No","OBC","No","Low","High",FALSE
"1260","Female","No","OBC","Yes","Low","Medium",FALSE
"1261","Female","No","General","Yes","High","High",FALSE
"1262","Male","No","General","Yes","High","Medium",FALSE
"1263","Female","No","General","Yes","Low","Low",FALSE
"1264","Male","No","General","Yes","High","Medium",FALSE
"1265","Male","Yes","ST","Yes","Medium","Low",TRUE
"1266","Female","No","OBC","Yes","High","High",TRUE
"1267","Female","No","OBC","Yes","Medium","Medium",FALSE
"1268","Female","No","OBC","Yes","High","Medium",FALSE
"1269","Female","No","SC","Yes","High","Medium",TRUE
"1270","Female","No","ST","No","Medium","Medium",FALSE
"1271","Male","No","SC","No","Low","Medium",FALSE
"1272","Female","No","SC","Yes","Medium","Medium",FALSE
"1273","Male","No","SC","Yes","Low","Medium",FALSE
"1274","Male","No","SC","Yes","Medium","Low",FALSE
"1275","Male","No","OBC","Yes","High","Low",FALSE
"1276","Female","No","ST","Yes","High","High",TRUE
"1277","Female","No","OBC","No","Medium","High",FALSE
"1278","Male","No","ST","Yes","Medium","High",TRUE
"1279","Male","No","SC","Yes","Medium","High",TRUE
"1280","Female","No","OBC","No","High","Medium",FALSE
"1281","Female","Yes","General","Yes","High","High",TRUE
"1282","Female","No","OBC","Yes","Low","Medium",FALSE
"1283","Male","No","General","Yes","High","High",FALSE
"1284","Male","Yes","General","No","High","Medium",FALSE
"1285","Female","No","OBC","No","High","Medium",FALSE
"1286","Female","No","SC","Yes","High","High",TRUE
"1287","Male","No","General","Yes","High","Medium",FALSE
"1288","Female","No","SC","No","High","Medium",FALSE
"1289","Female","Yes","ST","Yes","Low","High",TRUE
"1290","Female","No","OBC","Yes","Low","Medium",FALSE
"1291","Female","No","ST","Yes","High","Low",TRUE
"1292","Female","No","OBC","Yes","High","Medium",FALSE
"1293","Male","No","OBC","No","Low","Medium",FALSE
"1294","Male","Yes","ST","Yes","High","Medium",TRUE
"1295","Male","No","SC","Yes","High","High",TRUE
"1296","Female","No","OBC","Yes","Low","Medium",FALSE
"1297","Female","No","OBC","Yes","Medium","High",TRUE
"1298","Male","No","SC","Yes","High","High",TRUE
"1299","Male","No","SC","No","High","Low",FALSE
"1300","Female","No","OBC","Yes","Low","Low",FALSE
"1301","Female","No","OBC","Yes","Medium","High",TRUE
"1302","Female","No","OBC","Yes","Medium","High",TRUE
"1303","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"1304","Male","No","SC","Yes","Medium","Low",FALSE
"1305","Male","No","SC","Yes","Medium","High",TRUE
"1306","Female","Yes","ST","Yes","Low","Low",TRUE
"1307","Female","No","General","No","Medium","Medium",FALSE
"1308","Male","No","OBC","No","Medium","High",FALSE
"1309","Female","Yes","General","Yes","Medium","High",TRUE
"1310","Male","No","OBC","Yes","High","High",TRUE
"1311","Male","No","General","Yes","Medium","Medium",FALSE
"1312","Male","No","OBC","Yes","High","Low",FALSE
"1313","Female","Yes","OBC","Yes","Medium","Low",TRUE
"1314","Male","No","OBC","Yes","High","High",TRUE
"1315","Male","No","OBC","No","Low","High",FALSE
"1316","Female","No","OBC","Yes","High","Low",FALSE
"1317","Female","Yes","OBC","Yes","High","Medium",TRUE
"1318","Male","No","SC","Yes","High","Medium",TRUE
"1319","Male","No","General","No","High","Medium",FALSE
"1320","Male","No","OBC","No","Low","Low",FALSE
"1321","Female","No","OBC","Yes","High","Medium",FALSE
"1322","Male","Yes","OBC","No","High","Medium",TRUE
"1323","Female","Yes","ST","Yes","Medium","Medium",TRUE
"1324","Male","No","OBC","Yes","Low","Medium",FALSE
"1325","Female","No","OBC","No","Medium","High",FALSE
"1326","Female","No","ST","Yes","High","Medium",TRUE
"1327","Male","No","General","Yes","Low","High",FALSE
"1328","Female","Yes","OBC","No","High","High",TRUE
"1329","Male","No","General","Yes","Medium","High",FALSE
"1330","Male","No","General","No","Low","Low",FALSE
"1331","Female","No","General","Yes","High","High",FALSE
"1332","Male","Yes","OBC","Yes","High","High",TRUE
"1333","Male","No","SC","Yes","Medium","High",TRUE
"1334","Female","No","OBC","Yes","High","High",TRUE
"1335","Female","Yes","General","Yes","Medium","Low",FALSE
"1336","Male","No","General","Yes","High","Medium",FALSE
"1337","Male","No","OBC","Yes","High","Low",FALSE
"1338","Male","No","ST","No","Medium","Low",FALSE
"1339","Female","No","OBC","No","Low","High",FALSE
"1340","Male","No","ST","No","High","Low",FALSE
"1341","Male","Yes","SC","Yes","High","Low",TRUE
"1342","Female","Yes","General","Yes","Low","Medium",FALSE
"1343","Female","No","General","Yes","High","Medium",FALSE
"1344","Male","No","General","Yes","High","High",FALSE
"1345","Male","No","OBC","Yes","Low","Low",FALSE
"1346","Male","Yes","OBC","Yes","High","High",TRUE
"1347","Female","No","SC","Yes","Medium","Low",FALSE
"1348","Female","No","General","Yes","High","Medium",FALSE
"1349","Male","No","OBC","No","Medium","Low",FALSE
"1350","Male","No","General","Yes","High","High",FALSE
"1351","Male","No","ST","Yes","Low","Low",FALSE
"1352","Male","No","SC","No","Low","Low",FALSE
"1353","Female","No","OBC","Yes","High","Low",FALSE
"1354","Male","No","OBC","No","High","High",FALSE
"1355","Male","No","General","Yes","Low","High",FALSE
"1356","Female","No","OBC","No","High","Low",FALSE
"1357","Female","No","OBC","Yes","Low","Low",FALSE
"1358","Male","No","General","Yes","High","Low",FALSE
"1359","Female","No","General","No","Medium","Medium",FALSE
"1360","Male","No","SC","No","High","High",TRUE
"1361","Male","Yes","SC","Yes","Low","High",TRUE
"1362","Female","No","General","Yes","High","Medium",FALSE
"1363","Female","No","OBC","Yes","High","Medium",FALSE
"1364","Female","Yes","ST","Yes","Low","Medium",TRUE
"1365","Female","No","ST","Yes","Low","Medium",FALSE
"1366","Female","No","SC","No","Medium","Medium",FALSE
"1367","Male","No","SC","Yes","High","Medium",TRUE
"1368","Male","No","ST","Yes","High","Low",TRUE
"1369","Female","Yes","SC","Yes","Low","Low",TRUE
"1370","Male","No","General","No","High","Medium",FALSE
"1371","Female","Yes","ST","Yes","Medium","High",TRUE
"1372","Female","No","OBC","Yes","Low","Medium",FALSE
"1373","Male","No","SC","Yes","Medium","High",TRUE
"1374","Female","No","OBC","Yes","High","High",TRUE
"1375","Male","No","OBC","Yes","High","Medium",FALSE
"1376","Female","No","General","Yes","High","Medium",FALSE
"1377","Male","Yes","General","Yes","High","High",TRUE
"1378","Male","No","SC","Yes","High","Medium",TRUE
"1379","Male","No","General","Yes","Low","Low",FALSE
"1380","Male","No","SC","No","High","High",TRUE
"1381","Female","Yes","OBC","Yes","High","Medium",TRUE
"1382","Female","No","SC","Yes","Medium","Medium",FALSE
"1383","Female","No","SC","Yes","High","Low",TRUE
"1384","Female","No","ST","No","Medium","High",TRUE
"1385","Male","No","SC","Yes","Low","Medium",FALSE
"1386","Female","No","General","Yes","High","High",FALSE
"1387","Female","No","SC","No","High","High",TRUE
"1388","Female","No","General","Yes","Medium","Medium",FALSE
"1389","Male","No","General","Yes","Medium","Low",FALSE
"1390","Female","No","General","Yes","High","High",FALSE
"1391","Male","Yes","OBC","No","Medium","Medium",FALSE
"1392","Female","No","OBC","Yes","Medium","Medium",FALSE
"1393","Female","No","ST","Yes","High","High",TRUE
"1394","Male","No","OBC","Yes","Low","Medium",FALSE
"1395","Male","No","SC","Yes","High","Medium",TRUE
"1396","Male","Yes","OBC","Yes","Low","Low",FALSE
"1397","Male","No","General","Yes","Low","Medium",FALSE
"1398","Male","No","General","No","Low","High",FALSE
"1399","Male","No","OBC","Yes","High","High",TRUE
"1400","Male","No","General","No","Medium","High",FALSE
"1401","Male","Yes","General","Yes","High","Medium",TRUE
"1402","Male","No","General","Yes","Medium","High",FALSE
"1403","Male","No","General","No","Medium","High",FALSE
"1404","Male","Yes","ST","Yes","Low","Medium",TRUE
"1405","Male","No","General","Yes","Low","High",FALSE
"1406","Male","No","General","Yes","Medium","Medium",FALSE
"1407","Female","Yes","General","No","Medium","Low",FALSE
"1408","Male","No","OBC","Yes","Low","High",FALSE
"1409","Female","No","General","No","Low","Low",FALSE
"1410","Male","No","General","No","High","High",FALSE
"1411","Male","Yes","ST","No","High","High",TRUE
"1412","Male","Yes","OBC","No","Medium","High",TRUE
"1413","Male","No","OBC","Yes","High","Medium",FALSE
"1414","Male","No","OBC","Yes","Low","High",FALSE
"1415","Female","No","OBC","No","High","High",FALSE
"1416","Female","No","OBC","Yes","High","Low",FALSE
"1417","Male","No","OBC","Yes","High","High",TRUE
"1418","Female","No","General","No","Low","High",FALSE
"1419","Male","No","SC","No","Low","High",FALSE
"1420","Female","No","OBC","Yes","High","Low",FALSE
"1421","Female","No","OBC","Yes","High","High",TRUE
"1422","Male","No","General","Yes","Low","High",FALSE
"1423","Female","Yes","General","Yes","Low","Low",FALSE
"1424","Female","No","General","Yes","Medium","High",FALSE
"1425","Female","Yes","OBC","Yes","Low","High",TRUE
"1426","Female","No","General","Yes","High","Medium",FALSE
"1427","Female","Yes","SC","Yes","High","Low",TRUE
"1428","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"1429","Female","No","SC","Yes","Low","Medium",FALSE
"1430","Female","No","OBC","No","Medium","Low",FALSE
"1431","Male","Yes","OBC","Yes","High","High",TRUE
"1432","Female","Yes","OBC","No","Medium","Medium",FALSE
"1433","Male","No","General","No","Low","High",FALSE
"1434","Male","No","OBC","Yes","Medium","Medium",FALSE
"1435","Male","No","OBC","No","Medium","Low",FALSE
"1436","Male","No","General","Yes","High","Medium",FALSE
"1437","Female","No","General","Yes","Medium","High",FALSE
"1438","Female","No","General","Yes","High","High",FALSE
"1439","Female","Yes","OBC","No","High","High",TRUE
"1440","Female","Yes","SC","Yes","Low","High",TRUE
"1441","Female","No","SC","Yes","Medium","High",TRUE
"1442","Female","Yes","General","Yes","Low","Low",FALSE
"1443","Male","No","General","No","Low","Medium",FALSE
"1444","Female","No","OBC","Yes","Medium","High",TRUE
"1445","Female","Yes","General","Yes","Medium","Low",FALSE
"1446","Male","No","OBC","Yes","Medium","High",TRUE
"1447","Female","No","SC","No","High","High",TRUE
"1448","Male","Yes","General","Yes","High","High",TRUE
"1449","Male","Yes","SC","Yes","Medium","High",TRUE
"1450","Male","Yes","General","Yes","Medium","Medium",FALSE
"1451","Female","Yes","OBC","Yes","Medium","High",TRUE
"1452","Female","No","ST","Yes","Medium","Low",FALSE
"1453","Male","Yes","OBC","Yes","High","High",TRUE
"1454","Female","Yes","SC","Yes","Low","Medium",TRUE
"1455","Female","No","OBC","Yes","Low","High",FALSE
"1456","Female","No","General","No","Medium","Medium",FALSE
"1457","Female","No","OBC","No","Medium","High",FALSE
"1458","Male","Yes","OBC","Yes","High","Medium",TRUE
"1459","Female","No","SC","Yes","Medium","High",TRUE
"1460","Male","No","OBC","Yes","High","Medium",FALSE
"1461","Male","No","SC","No","Medium","High",FALSE
"1462","Male","No","General","Yes","High","Low",FALSE
"1463","Male","No","ST","Yes","High","Medium",TRUE
"1464","Male","No","SC","Yes","High","Medium",TRUE
"1465","Female","No","General","No","Low","High",FALSE
"1466","Male","No","General","Yes","Medium","High",FALSE
"1467","Male","No","SC","Yes","High","Medium",TRUE
"1468","Male","No","General","Yes","High","Medium",FALSE
"1469","Female","No","OBC","No","Medium","Medium",FALSE
"1470","Male","No","General","Yes","Low","High",FALSE
"1471","Female","No","OBC","No","Medium","High",FALSE
"1472","Female","No","General","Yes","High","High",FALSE
"1473","Male","No","General","No","Medium","Medium",FALSE
"1474","Female","Yes","ST","No","High","High",TRUE
"1475","Male","No","General","Yes","High","Medium",FALSE
"1476","Female","No","General","Yes","Low","High",FALSE
"1477","Female","No","SC","Yes","Medium","High",TRUE
"1478","Male","No","OBC","No","High","High",FALSE
"1479","Female","No","General","No","Low","High",FALSE
"1480","Male","No","OBC","No","Low","Low",FALSE
"1481","Male","Yes","ST","No","Low","High",TRUE
"1482","Female","No","OBC","No","High","Low",FALSE
"1483","Male","No","General","Yes","High","High",FALSE
"1484","Female","No","OBC","Yes","High","Medium",FALSE
"1485","Female","No","General","Yes","Medium","Medium",FALSE
"1486","Male","No","General","Yes","Low","High",FALSE
"1487","Male","No","OBC","No","Low","Medium",FALSE
"1488","Male","No","OBC","No","High","High",FALSE
"1489","Female","No","General","Yes","Low","Medium",FALSE
"1490","Male","No","SC","Yes","High","High",TRUE
"1491","Male","No","General","Yes","Medium","Low",FALSE
"1492","Male","No","OBC","Yes","High","Low",FALSE
"1493","Male","Yes","SC","Yes","Medium","Low",TRUE
"1494","Female","No","ST","Yes","Low","High",TRUE
"1495","Female","Yes","General","No","High","Low",FALSE
"1496","Female","No","General","Yes","Medium","High",FALSE
"1497","Female","No","OBC","No","Low","Medium",FALSE
"1498","Female","No","SC","Yes","Medium","Medium",FALSE
"1499","Male","No","General","Yes","High","Low",FALSE
"1500","Male","No","OBC","Yes","High","Low",FALSE
"1501","Male","Yes","General","Yes","High","Medium",TRUE
"1502","Female","No","SC","No","Low","Medium",FALSE
"1503","Male","Yes","SC","Yes","High","Low",TRUE
"1504","Female","No","OBC","Yes","Low","Medium",FALSE
"1505","Female","Yes","OBC","Yes","High","High",TRUE
"1506","Male","Yes","OBC","Yes","High","Low",TRUE
"1507","Male","No","General","Yes","High","Medium",FALSE
"1508","Male","No","SC","Yes","High","Low",TRUE
"1509","Female","No","OBC","Yes","High","High",TRUE
"1510","Male","No","OBC","Yes","Low","High",FALSE
"1511","Female","No","ST","Yes","Low","High",TRUE
"1512","Male","Yes","General","Yes","High","Medium",TRUE
"1513","Male","No","OBC","No","Low","High",FALSE
"1514","Female","Yes","OBC","Yes","High","Low",TRUE
"1515","Male","No","OBC","Yes","High","High",TRUE
"1516","Female","No","ST","Yes","High","Medium",TRUE
"1517","Male","No","SC","Yes","Low","High",FALSE
"1518","Male","No","OBC","Yes","High","Medium",FALSE
"1519","Male","No","OBC","Yes","Low","High",FALSE
"1520","Female","No","General","No","High","Medium",FALSE
"1521","Female","No","SC","No","Low","High",FALSE
"1522","Male","No","OBC","Yes","High","High",TRUE
"1523","Male","No","SC","No","High","Low",FALSE
"1524","Female","No","General","Yes","High","Medium",FALSE
"1525","Male","No","SC","Yes","High","Medium",TRUE
"1526","Female","No","ST","Yes","Medium","Medium",FALSE
"1527","Male","No","OBC","No","Medium","Low",FALSE
"1528","Male","No","General","Yes","Low","High",FALSE
"1529","Male","No","SC","Yes","High","Low",TRUE
"1530","Male","No","General","Yes","High","Medium",FALSE
"1531","Female","No","ST","Yes","Low","Medium",FALSE
"1532","Female","Yes","OBC","Yes","Low","High",TRUE
"1533","Female","No","SC","Yes","Medium","Low",FALSE
"1534","Female","No","General","Yes","Medium","High",FALSE
"1535","Male","No","OBC","Yes","High","Medium",FALSE
"1536","Male","No","OBC","Yes","Medium","Low",FALSE
"1537","Male","Yes","General","No","Low","Low",FALSE
"1538","Male","Yes","SC","Yes","Medium","High",TRUE
"1539","Male","No","SC","Yes","High","High",TRUE
"1540","Male","No","General","Yes","High","High",FALSE
"1541","Male","No","General","No","High","High",FALSE
"1542","Male","No","General","No","Low","Medium",FALSE
"1543","Female","Yes","OBC","Yes","Medium","High",TRUE
"1544","Male","Yes","SC","Yes","High","Low",TRUE
"1545","Female","No","OBC","Yes","High","Medium",FALSE
"1546","Male","No","OBC","No","High","High",FALSE
"1547","Male","No","General","Yes","High","High",FALSE
"1548","Male","No","OBC","No","High","High",FALSE
"1549","Female","No","OBC","No","High","Medium",FALSE
"1550","Male","No","SC","No","High","Low",FALSE
"1551","Male","No","OBC","No","Medium","Medium",FALSE
"1552","Male","No","OBC","Yes","High","Medium",FALSE
"1553","Female","No","General","Yes","High","Low",FALSE
"1554","Male","No","General","Yes","High","Medium",FALSE
"1555","Male","Yes","SC","Yes","High","Low",TRUE
"1556","Male","Yes","OBC","No","Low","High",TRUE
"1557","Male","Yes","ST","Yes","Medium","Medium",TRUE
"1558","Female","No","General","No","Medium","Medium",FALSE
"1559","Male","No","OBC","Yes","Low","Low",FALSE
"1560","Female","No","General","Yes","High","Low",FALSE
"1561","Female","No","OBC","Yes","Medium","Low",FALSE
"1562","Female","No","OBC","Yes","High","Medium",FALSE
"1563","Male","Yes","OBC","No","High","Medium",TRUE
"1564","Male","No","SC","Yes","Low","Medium",FALSE
"1565","Male","No","ST","Yes","Low","Low",FALSE
"1566","Male","No","General","Yes","High","Medium",FALSE
"1567","Male","No","OBC","Yes","Medium","Low",FALSE
"1568","Male","No","General","No","High","High",FALSE
"1569","Male","No","OBC","Yes","Low","High",FALSE
"1570","Female","No","General","No","High","High",FALSE
"1571","Female","No","OBC","Yes","High","Medium",FALSE
"1572","Female","No","OBC","Yes","Medium","Medium",FALSE
"1573","Female","Yes","General","Yes","Low","Medium",FALSE
"1574","Male","No","ST","No","Medium","High",FALSE
"1575","Male","No","ST","Yes","Medium","High",TRUE
"1576","Male","Yes","OBC","No","High","High",TRUE
"1577","Female","No","General","No","High","High",FALSE
"1578","Female","No","General","No","Low","Medium",FALSE
"1579","Male","No","SC","Yes","Medium","Medium",FALSE
"1580","Female","Yes","OBC","Yes","Low","Medium",TRUE
"1581","Male","No","ST","Yes","Medium","Medium",FALSE
"1582","Male","No","General","Yes","High","Medium",FALSE
"1583","Female","No","SC","No","High","High",TRUE
"1584","Female","Yes","General","No","High","Medium",FALSE
"1585","Female","No","General","Yes","Low","Low",FALSE
"1586","Male","No","OBC","Yes","High","Medium",FALSE
"1587","Female","No","OBC","Yes","Medium","Medium",FALSE
"1588","Female","No","General","Yes","High","Medium",FALSE
"1589","Male","No","OBC","No","High","High",FALSE
"1590","Male","Yes","General","Yes","High","Low",FALSE
"1591","Female","No","General","Yes","High","High",FALSE
"1592","Male","No","SC","Yes","High","High",TRUE
"1593","Female","No","General","No","High","High",FALSE
"1594","Female","No","OBC","Yes","High","High",TRUE
"1595","Female","No","OBC","Yes","High","High",TRUE
"1596","Female","No","OBC","Yes","High","High",TRUE
"1597","Male","Yes","SC","Yes","High","Medium",TRUE
"1598","Female","No","General","No","High","Medium",FALSE
"1599","Female","No","SC","No","High","High",TRUE
"1600","Male","No","SC","Yes","Medium","High",TRUE
"1601","Male","No","OBC","Yes","Medium","Medium",FALSE
"1602","Male","No","SC","Yes","Low","Medium",FALSE
"1603","Female","No","OBC","Yes","Medium","Medium",FALSE
"1604","Male","No","OBC","No","High","High",FALSE
"1605","Male","No","SC","Yes","High","High",TRUE
"1606","Male","No","ST","No","High","Medium",FALSE
